case_criminal_id,case_id,criminal_id,role_in_case
20526,10150,4427,Witness
20527,10150,4282,Complainant
20528,10151,2472,Victim
20529,10152,2058,Accused
20530,10152,2617,Witness
20531,10153,3095,Suspect
20532,10154,1914,Suspect
20533,10154,2191,Expert Witness
20534,10154,4913,Complainant
20535,10154,111,Co-accused
20536,10154,3530,Victim
20537,10155,4024,Victim
20538,10156,3695,Co-accused
20539,10157,2500,Co-accused
20540,10157,2585,Victim
20541,10157,2769,Expert Witness
20542,10158,4051,Complainant
20543,10159,2136,Witness
20544,10159,2463,Accused
20545,10159,4520,Complainant
20546,10160,4415,Suspect
20547,10160,842,Co-accused
20548,10160,1849,Informant
20549,10161,2938,Complainant
20550,10161,4706,Expert Witness
20551,10161,2294,Accused
20552,10161,4825,Suspect
20553,10162,3144,Expert Witness
20554,10163,2480,Victim
20555,10164,1802,Suspect
20556,10164,2528,Co-accused
20557,10165,506,Complainant
20558,10166,808,Victim
20559,10166,1114,Witness
20560,10166,2535,Accused
20561,10166,1795,Complainant
20562,10166,1931,Expert Witness
20563,10167,2241,Suspect
20564,10168,2960,Complainant
20565,10168,1029,Co-accused
20566,10168,464,Expert Witness
20567,10169,5000,Informant
20568,10170,2703,Witness
20569,10170,4799,Complainant
20570,10171,2306,Co-accused
20571,10172,291,Witness
20572,10173,4183,Expert Witness
20573,10173,1463,Co-accused
20574,10173,4982,Complainant
20575,10173,3504,Witness
20576,10174,1440,Expert Witness
20577,10175,402,Victim
20578,10175,3557,Victim
20579,10176,1912,Expert Witness
20580,10176,2630,Suspect
20581,10176,4446,Expert Witness
20582,10177,400,Informant
20583,10178,1097,Complainant
20584,10179,4637,Accused
20585,10180,1580,Complainant
20586,10180,1553,Accused
20587,10180,4358,Co-accused
20588,10181,4865,Complainant
20589,10182,1739,Accused
20590,10183,1613,Witness
20591,10183,994,Accused
20592,10183,1529,Complainant
20593,10183,2327,Victim
20594,10184,4513,Suspect
20595,10184,2749,Co-accused
20596,10184,1463,Complainant
20597,10184,4991,Expert Witness
20598,10184,406,Informant
20599,10185,269,Victim
20600,10185,108,Expert Witness
20601,10186,1819,Complainant
20602,10187,3728,Informant
20603,10187,3554,Informant
20604,10188,3201,Victim
20605,10188,584,Expert Witness
20606,10188,1218,Suspect
20607,10188,1900,Suspect
20608,10189,48,Victim
20609,10190,4083,Complainant
20610,10191,2192,Expert Witness
20611,10191,3318,Accused
20612,10191,139,Suspect
20613,10192,2078,Co-accused
20614,10192,2199,Accused
20615,10192,4490,Expert Witness
20616,10193,1749,Complainant
20617,10193,4226,Victim
20618,10194,143,Co-accused
20619,10195,1605,Suspect
20620,10196,4470,Suspect
20621,10196,91,Victim
20622,10196,9,Suspect
20623,10197,1505,Co-accused
20624,10197,2423,Suspect
20625,10198,4833,Suspect
20626,10198,4785,Expert Witness
20627,10198,4694,Expert Witness
20628,10198,4309,Accused
20629,10198,1025,Victim
20630,10199,1919,Complainant
20631,10199,4754,Co-accused
20632,10200,623,Complainant
20633,10201,927,Complainant
20634,10201,3401,Complainant
20635,10201,906,Complainant
20636,10202,2598,Suspect
20637,10203,4006,Accused
20638,10203,2245,Suspect
20639,10204,3973,Complainant
20640,10204,2769,Expert Witness
20641,10204,1077,Complainant
20642,10205,4195,Victim
20643,10206,1778,Complainant
20644,10206,4755,Suspect
20645,10207,730,Expert Witness
20646,10207,947,Informant
20647,10207,2813,Expert Witness
20648,10208,2453,Complainant
20649,10208,3641,Suspect
20650,10208,1758,Victim
20651,10209,2595,Complainant
20652,10209,4651,Witness
20653,10210,1567,Witness
20654,10210,3404,Victim
20655,10210,1754,Witness
20656,10210,1821,Victim
20657,10211,4518,Accused
20658,10212,2594,Co-accused
20659,10212,4611,Victim
20660,10213,1633,Co-accused
20661,10213,771,Witness
20662,10214,2011,Victim
20663,10214,1747,Informant
20664,10214,165,Accused
20665,10215,359,Informant
20666,10215,1618,Victim
20667,10216,646,Complainant
20668,10216,2844,Complainant
20669,10217,3439,Witness
20670,10217,480,Informant
20671,10218,2075,Co-accused
20672,10219,1320,Accused
20673,10220,4131,Victim
20674,10220,128,Expert Witness
20675,10221,1170,Informant
20676,10221,3845,Suspect
20677,10221,2752,Victim
20678,10222,1165,Suspect
20679,10222,42,Victim
20680,10223,93,Witness
20681,10223,289,Expert Witness
20682,10223,498,Co-accused
20683,10224,1223,Accused
20684,10225,2558,Victim
20685,10225,4354,Victim
20686,10226,3017,Co-accused
20687,10226,2039,Co-accused
20688,10226,1687,Witness
20689,10227,4539,Informant
20690,10228,3766,Victim
20691,10229,3953,Complainant
20692,10229,4140,Suspect
20693,10229,4683,Expert Witness
20694,10229,2741,Witness
20695,10230,4845,Witness
20696,10231,1342,Suspect
20697,10231,1266,Expert Witness
20698,10232,2271,Suspect
20699,10232,378,Co-accused
20700,10232,3716,Co-accused
20701,10233,1068,Accused
20702,10233,4565,Co-accused
20703,10234,979,Accused
20704,10234,3974,Victim
20705,10235,3280,Expert Witness
20706,10235,2491,Co-accused
20707,10236,4396,Suspect
20708,10236,1072,Suspect
20709,10236,4667,Suspect
20710,10237,3082,Co-accused
20711,10237,834,Witness
20712,10237,1767,Complainant
20713,10238,4889,Accused
20714,10239,1804,Co-accused
20715,10239,4332,Complainant
20716,10239,225,Witness
20717,10240,89,Victim
20718,10241,4877,Witness
20719,10242,216,Co-accused
20720,10243,300,Victim
20721,10244,2682,Accused
20722,10244,2046,Complainant
20723,10245,4516,Expert Witness
20724,10246,2267,Accused
20725,10247,578,Expert Witness
20726,10248,1922,Suspect
20727,10248,1283,Suspect
20728,10249,3454,Witness
20729,10250,3505,Co-accused
20730,10251,4622,Co-accused
20731,10251,1467,Expert Witness
20732,10252,1554,Witness
20733,10253,3399,Witness
20734,10253,2551,Co-accused
20735,10253,1337,Complainant
20736,10254,1781,Co-accused
20737,10255,2856,Accused
20738,10256,2412,Witness
20739,10256,3597,Victim
20740,10257,2054,Witness
20741,10257,1759,Suspect
20742,10257,3575,Expert Witness
20743,10258,4091,Co-accused
20744,10259,149,Accused
20745,10260,1186,Victim
20746,10260,4459,Witness
20747,10260,1513,Witness
20748,10260,1588,Informant
20749,10261,3687,Victim
20750,10261,2819,Co-accused
20751,10261,1841,Accused
20752,10262,2405,Witness
20753,10263,1348,Informant
20754,10264,3367,Accused
20755,10264,3163,Expert Witness
20756,10264,3360,Suspect
20757,10265,4798,Accused
20758,10265,4385,Co-accused
20759,10265,3186,Witness
20760,10266,3922,Co-accused
20761,10266,2904,Victim
20762,10266,2171,Co-accused
20763,10267,161,Accused
20764,10267,4719,Co-accused
20765,10267,516,Co-accused
20766,10268,201,Suspect
20767,10269,2001,Witness
20768,10269,2140,Witness
20769,10269,43,Witness
20770,10270,4029,Complainant
20771,10270,1909,Complainant
20772,10271,1234,Witness
20773,10271,3566,Informant
20774,10271,1410,Co-accused
20775,10271,4292,Complainant
20776,10272,952,Victim
20777,10272,2881,Suspect
20778,10273,4415,Accused
20779,10274,4081,Co-accused
20780,10275,1014,Victim
20781,10276,320,Victim
20782,10276,4933,Suspect
20783,10276,4013,Informant
20784,10277,3226,Complainant
20785,10277,3214,Victim
20786,10278,4415,Informant
20787,10278,992,Co-accused
20788,10278,4353,Witness
20789,10279,3813,Witness
20790,10280,1757,Co-accused
20791,10280,4266,Suspect
20792,10280,2929,Victim
20793,10281,3760,Suspect
20794,10281,4734,Witness
20795,10281,3786,Informant
20796,10282,494,Suspect
20797,10282,672,Suspect
20798,10282,3684,Witness
20799,10283,4022,Accused
20800,10283,2908,Complainant
20801,10284,2703,Complainant
20802,10284,4549,Expert Witness
20803,10285,3068,Witness
20804,10285,2489,Informant
20805,10286,2873,Expert Witness
20806,10287,2194,Accused
20807,10287,1067,Victim
20808,10288,3654,Informant
20809,10288,2451,Suspect
20810,10289,776,Victim
20811,10289,4354,Suspect
20812,10289,4359,Co-accused
20813,10289,2032,Victim
20814,10290,2885,Co-accused
20815,10291,2606,Victim
20816,10292,740,Victim
20817,10292,2252,Victim
20818,10292,441,Co-accused
20819,10293,3716,Suspect
20820,10293,3820,Victim
20821,10294,2143,Informant
20822,10294,3947,Informant
20823,10295,2053,Accused
20824,10295,1699,Expert Witness
20825,10295,849,Informant
20826,10296,2888,Co-accused
20827,10297,4838,Complainant
20828,10297,4814,Expert Witness
20829,10297,1453,Victim
20830,10297,1177,Informant
20831,10298,3090,Victim
20832,10298,1651,Co-accused
20833,10298,153,Victim
20834,10299,4205,Expert Witness
20835,10300,2090,Accused
20836,10300,1236,Co-accused
20837,10300,1927,Informant
20838,10300,1821,Co-accused
20839,10301,4311,Expert Witness
20840,10302,200,Victim
20841,10302,1644,Suspect
20842,10302,4066,Suspect
20843,10303,205,Expert Witness
20844,10304,471,Co-accused
20845,10304,1540,Co-accused
20846,10304,3331,Complainant
20847,10304,1471,Suspect
20848,10305,339,Informant
20849,10305,1333,Complainant
20850,10305,893,Victim
20851,10306,2523,Accused
20852,10306,3456,Suspect
20853,10306,4744,Witness
20854,10307,1194,Accused
20855,10307,1124,Accused
20856,10308,2931,Accused
20857,10309,800,Accused
20858,10310,461,Expert Witness
20859,10311,3361,Informant
20860,10311,4855,Accused
20861,10312,2402,Accused
20862,10312,3075,Expert Witness
20863,10312,3059,Victim
20864,10313,1886,Expert Witness
20865,10313,1962,Witness
20866,10313,726,Expert Witness
20867,10314,699,Witness
20868,10314,424,Victim
20869,10315,2255,Informant
20870,10316,4401,Complainant
20871,10316,4352,Victim
20872,10317,543,Witness
20873,10317,3728,Victim
20874,10317,4953,Suspect
20875,10318,4212,Informant
20876,10318,981,Complainant
20877,10318,4638,Witness
20878,10318,3015,Complainant
20879,10319,4400,Informant
20880,10319,3995,Suspect
20881,10320,1858,Informant
20882,10320,2,Accused
20883,10320,2937,Victim
20884,10321,3949,Victim
20885,10321,4257,Witness
20886,10322,4478,Complainant
20887,10322,1128,Expert Witness
20888,10323,3753,Victim
20889,10323,4204,Expert Witness
20890,10324,3841,Co-accused
20891,10324,3859,Co-accused
20892,10324,2012,Expert Witness
20893,10324,2978,Witness
20894,10324,4245,Complainant
20895,10325,28,Co-accused
20896,10325,3179,Informant
20897,10325,887,Co-accused
20898,10326,1256,Expert Witness
20899,10327,2902,Accused
20900,10327,520,Suspect
20901,10328,443,Victim
20902,10328,3168,Victim
20903,10328,1652,Accused
20904,10328,360,Suspect
20905,10328,300,Informant
20906,10329,3028,Co-accused
20907,10329,2762,Victim
20908,10329,865,Witness
20909,10329,1968,Victim
20910,10330,440,Complainant
20911,10331,2993,Expert Witness
20912,10331,4385,Witness
20913,10332,4669,Suspect
20914,10332,4320,Expert Witness
20915,10332,804,Complainant
20916,10333,3519,Victim
20917,10333,322,Witness
20918,10334,284,Informant
20919,10334,3343,Suspect
20920,10335,1692,Complainant
20921,10336,384,Accused
20922,10336,830,Complainant
20923,10336,2294,Co-accused
20924,10337,4003,Complainant
20925,10338,2016,Witness
20926,10338,1428,Witness
20927,10338,2325,Witness
20928,10339,3794,Suspect
20929,10340,1815,Co-accused
20930,10341,3448,Complainant
20931,10342,2535,Complainant
20932,10342,708,Complainant
20933,10343,2975,Victim
20934,10343,490,Suspect
20935,10343,2281,Co-accused
20936,10343,2117,Victim
20937,10344,4967,Witness
20938,10344,2453,Accused
20939,10345,1248,Accused
20940,10345,3092,Informant
20941,10346,3364,Complainant
20942,10346,2194,Accused
20943,10346,1451,Complainant
20944,10347,4614,Suspect
20945,10347,3012,Expert Witness
20946,10347,1579,Co-accused
20947,10347,240,Witness
20948,10348,2992,Co-accused
20949,10348,599,Co-accused
20950,10348,4585,Witness
20951,10349,324,Suspect
20952,10350,2691,Victim
20953,10351,4519,Accused
20954,10351,3436,Witness
20955,10352,2162,Expert Witness
20956,10353,615,Witness
20957,10353,1422,Accused
20958,10354,3974,Accused
20959,10354,4808,Witness
20960,10355,4976,Expert Witness
20961,10355,3933,Witness
20962,10355,1492,Suspect
20963,10355,2113,Informant
20964,10356,778,Suspect
20965,10356,1617,Informant
20966,10356,4064,Victim
20967,10357,2235,Complainant
20968,10357,1635,Accused
20969,10358,1620,Victim
20970,10358,1808,Suspect
20971,10359,4403,Complainant
20972,10359,229,Expert Witness
20973,10360,3229,Expert Witness
20974,10360,44,Witness
20975,10361,3971,Victim
20976,10361,3820,Co-accused
20977,10362,3300,Accused
20978,10362,4875,Informant
20979,10363,3112,Accused
20980,10364,4147,Accused
20981,10364,3492,Witness
20982,10365,89,Complainant
20983,10366,476,Co-accused
20984,10366,294,Victim
20985,10366,3268,Suspect
20986,10367,2508,Informant
20987,10367,1604,Co-accused
20988,10367,3341,Victim
20989,10368,2751,Suspect
20990,10368,840,Victim
20991,10368,1119,Complainant
20992,10369,4839,Expert Witness
20993,10369,2916,Accused
20994,10370,1840,Victim
20995,10370,3755,Complainant
20996,10370,2059,Victim
20997,10370,888,Complainant
20998,10371,516,Accused
20999,10372,1999,Witness
21000,10372,2277,Informant
21001,10373,2242,Informant
21002,10374,3048,Co-accused
21003,10374,833,Complainant
21004,10375,515,Witness
21005,10376,1368,Complainant
21006,10377,3043,Victim
21007,10377,1483,Informant
21008,10377,1457,Accused
21009,10377,4547,Complainant
21010,10378,411,Complainant
21011,10379,2192,Victim
21012,10379,2078,Informant
21013,10379,2646,Witness
21014,10380,882,Suspect
21015,10380,3202,Witness
21016,10381,27,Suspect
21017,10381,2730,Expert Witness
21018,10381,3940,Accused
21019,10382,3825,Witness
21020,10382,1712,Victim
21021,10382,2689,Complainant
21022,10382,1692,Witness
21023,10383,4613,Suspect
21024,10384,886,Expert Witness
21025,10384,3773,Informant
21026,10385,1122,Informant
21027,10385,4158,Complainant
21028,10386,1712,Victim
21029,10387,2482,Complainant
21030,10388,3082,Complainant
21031,10388,4957,Co-accused
21032,10388,1581,Complainant
21033,10389,1280,Informant
21034,10390,3414,Victim
21035,10390,3076,Witness
21036,10390,1304,Informant
21037,10390,2771,Suspect
21038,10391,3545,Suspect
21039,10391,299,Suspect
21040,10391,2806,Complainant
21041,10392,3311,Victim
21042,10393,3702,Suspect
21043,10394,3276,Accused
21044,10394,1921,Witness
21045,10395,3520,Expert Witness
21046,10395,3063,Informant
21047,10396,141,Co-accused
21048,10397,4605,Witness
21049,10398,3700,Complainant
21050,10398,1291,Accused
21051,10398,333,Informant
21052,10399,211,Expert Witness
21053,10400,383,Co-accused
21054,10400,3742,Complainant
21055,10401,1692,Accused
21056,10401,3109,Informant
21057,10402,1620,Co-accused
21058,10403,1995,Accused
21059,10403,2646,Victim
21060,10404,2363,Expert Witness
21061,10404,4162,Accused
21062,10404,2149,Informant
21063,10405,1311,Informant
21064,10406,4267,Witness
21065,10406,4897,Expert Witness
21066,10406,3456,Victim
21067,10406,2641,Informant
21068,10407,2821,Witness
21069,10407,2929,Witness
21070,10407,3363,Complainant
21071,10408,513,Witness
21072,10409,183,Complainant
21073,10409,1128,Suspect
21074,10409,2768,Victim
21075,10410,1979,Suspect
21076,10410,2156,Co-accused
21077,10410,4539,Accused
21078,10411,3040,Victim
21079,10411,399,Witness
21080,10411,1721,Suspect
21081,10412,136,Witness
21082,10413,3358,Informant
21083,10413,1658,Victim
21084,10413,3520,Complainant
21085,10414,2519,Victim
21086,10414,1494,Co-accused
21087,10415,2773,Informant
21088,10415,3016,Suspect
21089,10415,2824,Informant
21090,10416,2102,Expert Witness
21091,10417,3417,Victim
21092,10417,3424,Informant
21093,10418,245,Informant
21094,10419,4977,Informant
21095,10419,3063,Informant
21096,10419,4199,Victim
21097,10420,2566,Expert Witness
21098,10420,4857,Expert Witness
21099,10420,1179,Witness
21100,10420,3914,Expert Witness
21101,10421,4153,Informant
21102,10422,902,Victim
21103,10422,385,Witness
21104,10423,2444,Complainant
21105,10423,2003,Informant
21106,10424,128,Expert Witness
21107,10424,1187,Complainant
21108,10425,1626,Victim
21109,10425,2348,Victim
21110,10426,574,Witness
21111,10426,804,Suspect
21112,10426,3157,Complainant
21113,10427,1215,Victim
21114,10427,3374,Complainant
21115,10427,896,Complainant
21116,10427,1176,Suspect
21117,10428,936,Victim
21118,10429,1688,Informant
21119,10429,4758,Accused
21120,10429,2691,Witness
21121,10430,1806,Complainant
21122,10430,1398,Witness
21123,10430,1719,Suspect
21124,10431,4123,Expert Witness
21125,10431,2438,Suspect
21126,10431,3687,Suspect
21127,10432,1458,Witness
21128,10432,413,Suspect
21129,10432,2873,Complainant
21130,10433,2216,Expert Witness
21131,10434,1917,Suspect
21132,10434,3856,Victim
21133,10435,3034,Suspect
21134,10435,355,Expert Witness
21135,10436,2597,Suspect
21136,10436,1489,Suspect
21137,10437,3717,Witness
21138,10438,1489,Witness
21139,10439,1694,Expert Witness
21140,10439,295,Informant
21141,10440,1680,Suspect
21142,10440,3249,Expert Witness
21143,10440,2403,Suspect
21144,10441,2455,Accused
21145,10442,1537,Expert Witness
21146,10442,2606,Expert Witness
21147,10442,1199,Accused
21148,10442,1468,Witness
21149,10443,1714,Suspect
21150,10444,1261,Witness
21151,10444,3550,Victim
21152,10445,1909,Accused
21153,10445,449,Witness
21154,10445,844,Witness
21155,10445,2275,Informant
21156,10446,2636,Co-accused
21157,10447,1286,Complainant
21158,10447,4602,Co-accused
21159,10447,4589,Victim
21160,10447,2209,Accused
21161,10448,3530,Victim
21162,10448,4698,Expert Witness
21163,10449,315,Victim
21164,10449,3616,Suspect
21165,10449,817,Co-accused
21166,10449,3832,Complainant
21167,10450,1196,Victim
21168,10450,3282,Accused
21169,10451,2637,Co-accused
21170,10451,925,Witness
21171,10452,4372,Informant
21172,10453,1986,Witness
21173,10454,1944,Expert Witness
21174,10454,4804,Victim
21175,10455,1069,Witness
21176,10455,933,Victim
21177,10456,1276,Suspect
21178,10456,1605,Victim
21179,10457,4762,Complainant
21180,10457,2209,Expert Witness
21181,10457,1399,Expert Witness
21182,10458,621,Accused
21183,10459,863,Complainant
21184,10459,3952,Complainant
21185,10460,176,Suspect
21186,10460,2777,Witness
21187,10460,1803,Informant
21188,10461,1655,Suspect
21189,10461,2996,Accused
21190,10462,4120,Suspect
21191,10463,4364,Informant
21192,10464,3178,Accused
21193,10464,3280,Witness
21194,10464,3725,Accused
21195,10465,4753,Co-accused
21196,10465,3934,Expert Witness
21197,10465,881,Co-accused
21198,10466,1616,Expert Witness
21199,10467,4538,Accused
21200,10468,1068,Suspect
21201,10469,4880,Informant
21202,10470,4784,Victim
21203,10471,1571,Expert Witness
21204,10471,4679,Witness
21205,10472,4502,Witness
21206,10473,1325,Expert Witness
21207,10473,4339,Victim
21208,10474,1600,Informant
21209,10474,918,Accused
21210,10475,4959,Informant
21211,10475,686,Expert Witness
21212,10476,4498,Expert Witness
21213,10477,3767,Victim
21214,10477,3976,Witness
21215,10477,3884,Expert Witness
21216,10478,4350,Witness
21217,10478,526,Complainant
21218,10479,3947,Expert Witness
21219,10479,1636,Co-accused
21220,10479,4286,Victim
21221,10479,3296,Victim
21222,10480,1827,Co-accused
21223,10481,4147,Co-accused
21224,10481,3175,Complainant
21225,10482,3240,Informant
21226,10483,4707,Complainant
21227,10483,1654,Victim
21228,10483,2581,Expert Witness
21229,10484,4355,Victim
21230,10484,726,Informant
21231,10485,4115,Victim
21232,10485,3165,Suspect
21233,10485,2688,Complainant
21234,10485,3052,Complainant
21235,10486,1129,Victim
21236,10486,742,Accused
21237,10487,454,Accused
21238,10487,3554,Complainant
21239,10487,1964,Co-accused
21240,10487,787,Suspect
21241,10487,2785,Co-accused
21242,10488,4997,Suspect
21243,10489,1479,Informant
21244,10489,3833,Informant
21245,10490,4867,Witness
21246,10490,2834,Victim
21247,10490,3154,Accused
21248,10490,4476,Co-accused
21249,10491,47,Expert Witness
21250,10492,3956,Informant
21251,10492,3249,Witness
21252,10492,2198,Expert Witness
21253,10493,3211,Accused
21254,10494,1012,Co-accused
21255,10495,90,Witness
21256,10495,2712,Co-accused
21257,10495,4419,Expert Witness
21258,10495,2825,Witness
21259,10496,2581,Expert Witness
21260,10497,794,Suspect
21261,10497,2151,Witness
21262,10498,1209,Accused
21263,10498,3128,Accused
21264,10498,4849,Expert Witness
21265,10499,4373,Witness
21266,10499,4069,Victim
21267,10499,428,Informant
21268,10499,1507,Complainant
21269,10500,472,Informant
21270,10500,3354,Accused
21271,10500,3385,Co-accused
21272,10500,1900,Expert Witness
21273,10501,4503,Witness
21274,10501,1820,Victim
21275,10501,3266,Witness
21276,10501,2151,Co-accused
21277,10502,2209,Witness
21278,10502,4045,Co-accused
21279,10503,1136,Complainant
21280,10504,3038,Expert Witness
21281,10504,2747,Accused
21282,10504,4749,Suspect
21283,10505,2162,Witness
21284,10506,900,Witness
21285,10506,2390,Suspect
21286,10507,4364,Victim
21287,10508,2799,Witness
21288,10509,4898,Accused
21289,10509,2055,Informant
21290,10509,2424,Complainant
21291,10510,3731,Accused
21292,10510,618,Co-accused
21293,10511,2658,Informant
21294,10511,1075,Complainant
21295,10512,1312,Accused
21296,10513,2128,Accused
21297,10513,1636,Victim
21298,10513,4585,Witness
21299,10513,809,Expert Witness
21300,10514,494,Accused
21301,10514,4690,Expert Witness
21302,10514,4947,Co-accused
21303,10515,527,Accused
21304,10516,3273,Co-accused
21305,10517,1784,Accused
21306,10518,4037,Accused
21307,10518,4842,Informant
21308,10519,2390,Suspect
21309,10519,3237,Suspect
21310,10520,3906,Accused
21311,10520,3709,Accused
21312,10520,4071,Victim
21313,10521,3097,Complainant
21314,10521,601,Witness
21315,10521,1087,Accused
21316,10522,65,Accused
21317,10523,3663,Co-accused
21318,10523,4772,Accused
21319,10524,3000,Suspect
21320,10524,4555,Expert Witness
21321,10524,2977,Witness
21322,10525,1470,Expert Witness
21323,10525,2604,Accused
21324,10526,378,Suspect
21325,10526,1465,Informant
21326,10526,2542,Suspect
21327,10527,1160,Suspect
21328,10527,3105,Informant
21329,10528,3628,Co-accused
21330,10528,2230,Informant
21331,10528,2197,Informant
21332,10529,3465,Expert Witness
21333,10529,2318,Expert Witness
21334,10530,3299,Witness
21335,10531,580,Suspect
21336,10531,1940,Suspect
21337,10531,948,Witness
21338,10532,3804,Suspect
21339,10532,2253,Witness
21340,10532,3674,Informant
21341,10533,1527,Witness
21342,10534,3217,Accused
21343,10534,688,Suspect
21344,10534,4320,Complainant
21345,10535,4266,Complainant
21346,10536,1864,Expert Witness
21347,10537,1016,Complainant
21348,10537,4935,Suspect
21349,10538,3184,Witness
21350,10538,243,Complainant
21351,10539,4373,Victim
21352,10539,4648,Expert Witness
21353,10539,3913,Complainant
21354,10540,4629,Co-accused
21355,10540,4888,Suspect
21356,10540,2779,Complainant
21357,10541,4008,Complainant
21358,10542,1303,Suspect
21359,10543,2114,Suspect
21360,10544,4236,Victim
21361,10545,3982,Victim
21362,10545,828,Co-accused
21363,10546,4318,Informant
21364,10546,2361,Witness
21365,10546,3942,Suspect
21366,10546,3868,Expert Witness
21367,10547,473,Suspect
21368,10548,4980,Co-accused
21369,10548,589,Suspect
21370,10549,3784,Complainant
21371,10549,1875,Expert Witness
21372,10549,3903,Expert Witness
21373,10550,3105,Co-accused
21374,10551,785,Complainant
21375,10551,4676,Co-accused
21376,10552,926,Informant
21377,10552,4432,Informant
21378,10552,592,Expert Witness
21379,10553,2570,Co-accused
21380,10554,2252,Witness
21381,10554,4576,Suspect
21382,10554,1185,Witness
21383,10555,2321,Expert Witness
21384,10555,35,Informant
21385,10556,2502,Informant
21386,10556,4135,Suspect
21387,10556,3921,Witness
21388,10557,4912,Informant
21389,10557,3818,Suspect
21390,10558,3397,Witness
21391,10559,3394,Expert Witness
21392,10559,41,Informant
21393,10559,4649,Suspect
21394,10560,3890,Complainant
21395,10561,3943,Informant
21396,10562,3085,Suspect
21397,10562,382,Expert Witness
21398,10563,3902,Complainant
21399,10563,64,Informant
21400,10563,3038,Accused
21401,10563,360,Co-accused
21402,10564,4621,Witness
21403,10564,328,Suspect
21404,10565,3503,Complainant
21405,10565,983,Complainant
21406,10565,4552,Expert Witness
21407,10566,1882,Victim
21408,10567,2844,Witness
21409,10567,1931,Complainant
21410,10568,2126,Complainant
21411,10568,871,Complainant
21412,10569,2852,Accused
21413,10569,3698,Witness
21414,10569,3439,Victim
21415,10570,4846,Informant
21416,10570,2932,Witness
21417,10571,1181,Co-accused
21418,10572,2202,Informant
21419,10573,2331,Expert Witness
21420,10574,398,Expert Witness
21421,10575,3266,Suspect
21422,10575,392,Co-accused
21423,10575,3357,Witness
21424,10576,1621,Suspect
21425,10576,557,Suspect
21426,10577,4354,Witness
21427,10577,4078,Expert Witness
21428,10577,2432,Accused
21429,10577,4518,Suspect
21430,10578,693,Complainant
21431,10579,4910,Witness
21432,10579,2365,Suspect
21433,10579,1579,Accused
21434,10579,3922,Victim
21435,10580,2854,Witness
21436,10580,3493,Co-accused
21437,10580,915,Complainant
21438,10581,1370,Expert Witness
21439,10581,2362,Expert Witness
21440,10581,234,Witness
21441,10582,130,Witness
21442,10582,3699,Suspect
21443,10583,3606,Suspect
21444,10583,1559,Expert Witness
21445,10584,873,Co-accused
21446,10585,4501,Witness
21447,10585,337,Witness
21448,10586,106,Co-accused
21449,10587,275,Co-accused
21450,10587,3334,Complainant
21451,10588,4290,Accused
21452,10588,121,Accused
21453,10589,999,Victim
21454,10589,2611,Suspect
21455,10590,3194,Accused
21456,10590,1100,Informant
21457,10591,3746,Accused
21458,10592,1850,Expert Witness
21459,10593,4967,Suspect
21460,10593,2498,Suspect
21461,10594,4996,Witness
21462,10595,2408,Expert Witness
21463,10596,2674,Complainant
21464,10597,227,Victim
21465,10597,2091,Victim
21466,10597,1568,Co-accused
21467,10598,2336,Witness
21468,10598,92,Co-accused
21469,10598,236,Expert Witness
21470,10599,4280,Informant
21471,10599,2814,Victim
21472,10599,3694,Suspect
21473,10600,4304,Witness
21474,10600,1510,Witness
21475,10601,912,Complainant
21476,10602,4041,Complainant
21477,10602,238,Co-accused
21478,10602,2726,Complainant
21479,10603,1983,Co-accused
21480,10604,1605,Victim
21481,10604,1193,Accused
21482,10605,3090,Expert Witness
21483,10605,4182,Co-accused
21484,10605,59,Informant
21485,10605,3844,Accused
21486,10605,617,Witness
21487,10606,1567,Suspect
21488,10607,2288,Complainant
21489,10607,4,Informant
21490,10608,4076,Informant
21491,10609,578,Co-accused
21492,10609,751,Informant
21493,10609,39,Complainant
21494,10609,4059,Victim
21495,10610,4691,Complainant
21496,10610,3234,Victim
21497,10610,1539,Witness
21498,10610,108,Suspect
21499,10611,1351,Informant
21500,10611,1550,Expert Witness
21501,10612,3652,Suspect
21502,10612,2779,Accused
21503,10612,319,Victim
21504,10612,277,Witness
21505,10613,3982,Co-accused
21506,10613,1984,Accused
21507,10614,4721,Informant
21508,10615,1674,Suspect
21509,10616,2256,Informant
21510,10617,2809,Accused
21511,10617,4400,Victim
21512,10618,1898,Witness
21513,10618,3274,Informant
21514,10619,4620,Co-accused
21515,10620,3905,Victim
21516,10620,4909,Expert Witness
21517,10621,1484,Suspect
21518,10621,4203,Accused
21519,10621,4825,Accused
21520,10621,28,Suspect
21521,10621,152,Suspect
21522,10622,747,Expert Witness
21523,10623,1043,Witness
21524,10623,4279,Complainant
21525,10624,4237,Co-accused
21526,10624,1203,Witness
21527,10625,699,Witness
21528,10626,2983,Expert Witness
21529,10626,1272,Co-accused
21530,10627,712,Victim
21531,10627,3922,Accused
21532,10627,3032,Expert Witness
21533,10628,2886,Witness
21534,10628,302,Expert Witness
21535,10629,1186,Complainant
21536,10629,4554,Co-accused
21537,10630,3742,Witness
21538,10631,4822,Accused
21539,10631,231,Accused
21540,10632,4595,Complainant
21541,10632,2141,Victim
21542,10632,1154,Expert Witness
21543,10633,4258,Expert Witness
21544,10633,1024,Accused
21545,10633,166,Suspect
21546,10634,4969,Accused
21547,10635,3385,Co-accused
