case_id,fir_id,court_id,start_date,status,verdict
10118,10118,29,17-09-2025,Suspended,
10119,10119,75,15-03-2025,Investigation,Parole
10120,10120,42,23-10-2023,Suspended,Fine Imposed
10121,10121,35,03-03-2023,Investigation,
10122,10122,42,26-08-2022,Closed,Life Imprisonment
10123,10123,30,29-11-2024,Trial,Fine Imposed
10124,10124,23,15-09-2025,Investigation,Probation
10125,10125,42,03-12-2024,Acquitted,Guilty
10126,10126,9,04-05-2025,Suspended,
10127,10127,70,04-12-2022,Investigation,Parole
10128,10128,10,23-04-2021,Investigation,Death Sentence
10129,10129,14,23-03-2025,Investigation,Fine Imposed
10130,10130,72,15-01-2025,Closed,Case Dismissed
10131,10131,30,08-04-2025,Pending,Life Imprisonment
10132,10132,11,19-05-2021,Suspended,Fine Imposed
10133,10133,50,30-01-2025,Closed,Acquitted
10134,10134,47,04-07-2022,Trial,Probation
10135,10135,13,30-05-2022,Appeal,Pending
10136,10136,48,13-01-2023,Suspended,Bail Granted
10137,10137,37,03-12-2024,Trial,
10138,10138,7,07-05-2024,Appeal,
10139,10139,40,17-11-2021,Pending,Parole
10140,10140,31,14-12-2023,Pending,
10141,10141,19,30-09-2021,Suspended,
10142,10142,38,25-08-2022,Trial,Case Dismissed
10143,10143,31,28-01-2023,Acquitted,Acquitted
10144,10144,2,17-01-2023,Suspended,Acquitted
10145,10145,59,23-08-2024,Closed,
10146,10146,72,20-01-2023,Pending,
10147,10147,22,30-07-2022,Appeal,Compensation Ordered
10148,10148,52,02-05-2023,Trial,Probation
10149,10149,71,13-03-2021,Acquitted,Acquitted
10150,10150,13,23-02-2024,Acquitted,Suspended Sentence
10151,10151,3,27-11-2021,Convicted,Parole
10152,10152,12,19-08-2023,Appeal,
10153,10153,44,15-05-2023,Convicted,Community Service
10154,10154,25,13-09-2024,Acquitted,Probation
10155,10155,3,02-11-2024,Suspended,
10156,10156,9,21-04-2024,Closed,Fine Imposed
10157,10157,59,03-04-2025,Investigation,Death Sentence
10158,10158,69,16-09-2025,Convicted,
10159,10159,10,29-12-2023,Trial,Fine Imposed
10160,10160,19,05-02-2021,Closed,Life Imprisonment
10161,10161,64,24-04-2024,Suspended,Community Service
10162,10162,13,22-05-2024,Pending,Acquitted
10163,10163,16,10-12-2021,Closed,Life Imprisonment
10164,10164,4,05-12-2023,Transferred,Fine Imposed
10165,10165,3,01-02-2024,Investigation,Compensation Ordered
10166,10166,32,04-02-2024,Closed,Guilty
10167,10167,66,05-01-2023,Investigation,Community Service
10168,10168,51,05-10-2022,Convicted,
10169,10169,29,30-09-2021,Pending,Parole
10170,10170,67,03-03-2023,Acquitted,Pending
10171,10171,7,29-12-2024,Closed,
10172,10172,56,20-02-2022,Acquitted,
10173,10173,44,15-06-2022,Appeal,Guilty
10174,10174,68,27-04-2023,Closed,Life Imprisonment
10175,10175,24,07-07-2024,Acquitted,
10176,10176,25,15-05-2025,Acquitted,Acquitted
10177,10177,8,07-07-2023,Pending,Case Dismissed
10178,10178,12,28-07-2023,Transferred,Acquitted
10179,10179,49,26-09-2023,Appeal,Death Sentence
10180,10180,42,30-10-2021,Investigation,
10181,10181,6,25-09-2022,Investigation,Life Imprisonment
10182,10182,57,22-09-2022,Transferred,Compensation Ordered
10183,10183,31,28-12-2022,Trial,
10184,10184,52,15-12-2023,Pending,
10185,10185,65,05-12-2024,Transferred,Community Service
10186,10186,26,26-10-2023,Convicted,Bail Granted
10187,10187,25,20-02-2024,Appeal,Compensation Ordered
10188,10188,75,16-11-2021,Closed,Probation
10189,10189,32,10-08-2025,Transferred,
10190,10190,11,24-05-2025,Transferred,Parole
10191,10191,32,26-04-2023,Transferred,Pending
10192,10192,51,24-05-2022,Pending,Case Dismissed
10193,10193,75,07-07-2023,Transferred,Community Service
10194,10194,73,14-09-2025,Investigation,Suspended Sentence
10195,10195,71,17-06-2023,Closed,Probation
10196,10196,49,20-01-2025,Transferred,Parole
10197,10197,9,13-04-2023,Acquitted,Life Imprisonment
10198,10198,25,01-05-2022,Closed,Bail Granted
10199,10199,11,11-09-2025,Acquitted,Parole
10200,10200,4,17-04-2021,Investigation,Acquitted
10201,10201,12,15-07-2024,Closed,Acquitted
10202,10202,10,23-11-2024,Closed,Bail Granted
10203,10203,11,27-02-2023,Trial,Bail Granted
10204,10204,46,14-07-2025,Investigation,Pending
10205,10205,61,16-09-2023,Appeal,Probation
10206,10206,19,12-03-2021,Acquitted,
10207,10207,47,30-11-2020,Acquitted,Suspended Sentence
10208,10208,25,27-12-2024,Transferred,Life Imprisonment
10209,10209,7,05-09-2023,Closed,
10210,10210,18,24-07-2024,Convicted,Life Imprisonment
10211,10211,40,09-04-2023,Trial,Community Service
10212,10212,30,05-12-2021,Closed,Parole
10213,10213,41,18-01-2023,Transferred,Acquitted
10214,10214,41,29-12-2023,Suspended,Compensation Ordered
10215,10215,37,03-11-2023,Investigation,Life Imprisonment
10216,10216,47,13-07-2024,Trial,Acquitted
10217,10217,25,07-03-2021,Transferred,Death Sentence
10218,10218,59,10-12-2023,Trial,
10219,10219,75,25-01-2021,Closed,Death Sentence
10220,10220,73,19-02-2022,Investigation,Fine Imposed
10221,10221,65,18-03-2023,Suspended,Death Sentence
10222,10222,16,18-01-2024,Transferred,Death Sentence
10223,10223,71,21-02-2023,Pending,Bail Granted
10224,10224,69,12-03-2023,Convicted,Case Dismissed
10225,10225,21,07-04-2021,Convicted,
10226,10226,60,19-05-2022,Convicted,Compensation Ordered
10227,10227,36,22-01-2021,Trial,Case Dismissed
10228,10228,13,18-12-2022,Transferred,Life Imprisonment
10229,10229,30,24-12-2022,Appeal,Acquitted
10230,10230,14,06-09-2021,Investigation,Death Sentence
10231,10231,65,04-10-2023,Convicted,Case Dismissed
10232,10232,29,23-05-2024,Transferred,
10233,10233,25,01-01-2021,Suspended,Fine Imposed
10234,10234,41,25-02-2023,Suspended,Probation
10235,10235,28,19-01-2025,Convicted,Suspended Sentence
10236,10236,30,08-11-2024,Suspended,
10237,10237,17,24-10-2021,Suspended,Death Sentence
10238,10238,70,11-09-2022,Investigation,
10239,10239,9,28-09-2024,Transferred,
10240,10240,57,04-05-2024,Investigation,Life Imprisonment
10241,10241,8,21-01-2022,Acquitted,Compensation Ordered
10242,10242,18,24-05-2023,Transferred,Case Dismissed
10243,10243,65,10-08-2022,Trial,Acquitted
10244,10244,63,28-05-2022,Convicted,Suspended Sentence
10245,10245,15,22-06-2025,Investigation,Probation
10246,10246,63,16-04-2024,Closed,Probation
10247,10247,10,30-11-2022,Acquitted,Suspended Sentence
10248,10248,22,06-10-2025,Appeal,Death Sentence
10249,10249,40,08-07-2024,Pending,
10250,10250,66,22-05-2023,Investigation,Parole
10251,10251,57,26-07-2025,Suspended,
10252,10252,52,21-02-2022,Convicted,Bail Granted
10253,10253,72,06-03-2023,Pending,
10254,10254,28,19-06-2022,Suspended,Suspended Sentence
10255,10255,72,13-12-2022,Appeal,Community Service
10256,10256,23,18-07-2023,Trial,Community Service
10257,10257,26,17-04-2022,Acquitted,
10258,10258,42,05-07-2021,Investigation,
10259,10259,59,15-07-2024,Trial,Suspended Sentence
10260,10260,66,22-05-2024,Acquitted,Bail Granted
10261,10261,69,07-05-2025,Acquitted,Case Dismissed
10262,10262,69,06-01-2025,Acquitted,Community Service
10263,10263,12,27-11-2024,Investigation,Bail Granted
10264,10264,46,27-03-2022,Acquitted,Probation
10265,10265,33,25-11-2020,Pending,Acquitted
10266,10266,67,23-04-2023,Appeal,Bail Granted
10267,10267,50,06-09-2023,Investigation,Death Sentence
10268,10268,61,06-02-2022,Closed,Acquitted
10269,10269,66,26-04-2022,Investigation,
10270,10270,27,09-07-2023,Appeal,
10271,10271,24,05-07-2023,Pending,Acquitted
10272,10272,15,10-11-2022,Trial,Probation
10273,10273,44,21-02-2024,Suspended,Parole
10274,10274,26,23-05-2025,Investigation,Compensation Ordered
10275,10275,37,23-07-2024,Acquitted,Community Service
10276,10276,17,18-09-2025,Acquitted,
10277,10277,1,01-01-2025,Transferred,Pending
10278,10278,67,17-11-2024,Convicted,Acquitted
10279,10279,69,31-01-2025,Suspended,
10280,10280,36,12-12-2024,Appeal,Acquitted
10281,10281,48,20-07-2025,Appeal,Bail Granted
10282,10282,63,02-10-2024,Appeal,Parole
10283,10283,34,22-04-2024,Closed,Fine Imposed
10284,10284,59,04-12-2023,Trial,Probation
10285,10285,35,05-07-2021,Appeal,Parole
10286,10286,28,24-04-2025,Closed,
10287,10287,69,14-07-2024,Convicted,Pending
10288,10288,21,04-05-2024,Convicted,Suspended Sentence
10289,10289,39,07-07-2025,Suspended,
10290,10290,49,12-04-2025,Appeal,Life Imprisonment
10291,10291,37,23-02-2025,Closed,Community Service
10292,10292,5,21-07-2022,Convicted,Case Dismissed
10293,10293,32,03-08-2024,Closed,Community Service
10294,10294,35,30-06-2023,Appeal,Suspended Sentence
10295,10295,57,21-03-2024,Investigation,Bail Granted
10296,10296,43,24-03-2025,Transferred,Parole
10297,10297,46,15-05-2022,Acquitted,Death Sentence
10298,10298,63,27-05-2025,Appeal,
10299,10299,15,24-05-2024,Acquitted,Compensation Ordered
10300,10300,8,29-12-2024,Suspended,Life Imprisonment
10301,10301,57,08-06-2024,Appeal,
10302,10302,1,28-04-2024,Suspended,Fine Imposed
10303,10303,67,18-08-2023,Investigation,
10304,10304,47,01-11-2024,Transferred,Parole
10305,10305,23,30-03-2023,Pending,Case Dismissed
10306,10306,61,07-11-2023,Convicted,
10307,10307,38,29-12-2023,Investigation,Parole
10308,10308,21,05-08-2021,Transferred,
10309,10309,33,05-09-2025,Appeal,Compensation Ordered
10310,10310,33,09-02-2023,Acquitted,Acquitted
10311,10311,66,16-05-2023,Suspended,Acquitted
10312,10312,5,01-05-2024,Acquitted,
10313,10313,20,29-07-2021,Suspended,Suspended Sentence
10314,10314,42,03-11-2023,Acquitted,
10315,10315,31,01-01-2024,Pending,
10316,10316,33,04-04-2023,Investigation,
10317,10317,54,25-12-2021,Investigation,
10318,10318,49,28-07-2025,Appeal,Community Service
10319,10319,73,22-08-2022,Convicted,Suspended Sentence
10320,10320,13,19-12-2023,Closed,Acquitted
10321,10321,49,16-12-2024,Transferred,
10322,10322,10,28-01-2024,Pending,Suspended Sentence
10323,10323,73,08-12-2024,Transferred,
10324,10324,75,29-12-2023,Pending,Death Sentence
10325,10325,24,09-01-2023,Trial,Acquitted
10326,10326,68,29-03-2025,Pending,
10327,10327,22,30-10-2020,Trial,Suspended Sentence
10328,10328,7,09-11-2024,Pending,Community Service
10329,10329,70,25-03-2023,Acquitted,
10330,10330,42,24-05-2022,Trial,
10331,10331,17,09-08-2024,Suspended,Pending
10332,10332,64,04-05-2023,Suspended,
10333,10333,7,26-07-2021,Investigation,Community Service
10334,10334,74,15-06-2024,Pending,Parole
10335,10335,4,05-05-2021,Appeal,Case Dismissed
10336,10336,46,25-03-2025,Convicted,Pending
10337,10337,14,20-09-2021,Closed,Pending
10338,10338,48,12-08-2025,Trial,Guilty
10339,10339,72,12-04-2025,Suspended,Community Service
10340,10340,43,17-03-2023,Convicted,Parole
10341,10341,4,16-12-2020,Convicted,Fine Imposed
10342,10342,31,02-08-2021,Acquitted,Suspended Sentence
10343,10343,22,09-12-2023,Trial,Guilty
10344,10344,28,23-06-2023,Pending,Suspended Sentence
10345,10345,1,11-05-2024,Suspended,Death Sentence
10346,10346,17,02-05-2025,Trial,Compensation Ordered
10347,10347,6,10-04-2024,Investigation,Suspended Sentence
10348,10348,34,07-07-2025,Suspended,Death Sentence
10349,10349,28,20-02-2023,Transferred,
10350,10350,6,07-08-2023,Closed,Acquitted
10351,10351,27,24-01-2024,Transferred,Pending
10352,10352,66,30-06-2022,Trial,Community Service
10353,10353,42,03-08-2025,Closed,Fine Imposed
10354,10354,5,03-07-2023,Transferred,Probation
10355,10355,22,09-12-2021,Trial,Suspended Sentence
10356,10356,53,05-09-2025,Investigation,Pending
10357,10357,32,07-10-2024,Pending,Suspended Sentence
10358,10358,6,17-03-2024,Suspended,Probation
10359,10359,1,14-04-2024,Closed,
10360,10360,19,01-04-2024,Convicted,Case Dismissed
10361,10361,4,25-04-2024,Closed,Parole
10362,10362,6,30-11-2023,Investigation,Suspended Sentence
10363,10363,13,12-03-2025,Convicted,Life Imprisonment
10364,10364,26,28-03-2022,Transferred,Pending
10365,10365,40,04-07-2025,Suspended,Probation
10366,10366,63,17-01-2023,Closed,
10367,10367,29,08-09-2024,Acquitted,
10368,10368,9,09-02-2023,Convicted,Bail Granted
10369,10369,12,30-06-2023,Investigation,
10370,10370,67,10-03-2023,Transferred,Compensation Ordered
10371,10371,3,05-10-2022,Transferred,Acquitted
10372,10372,66,06-06-2021,Convicted,Death Sentence
10373,10373,31,21-01-2023,Suspended,
10374,10374,13,19-02-2022,Trial,Bail Granted
10375,10375,44,27-05-2023,Appeal,Fine Imposed
10376,10376,22,16-06-2025,Acquitted,Life Imprisonment
10377,10377,53,12-08-2025,Acquitted,
10378,10378,53,12-05-2021,Transferred,Death Sentence
10379,10379,52,26-01-2024,Suspended,Guilty
10380,10380,38,12-10-2023,Transferred,Acquitted
10381,10381,15,06-05-2025,Pending,
10382,10382,35,21-03-2022,Convicted,Life Imprisonment
10383,10383,37,10-01-2025,Investigation,
10384,10384,11,14-12-2024,Convicted,Guilty
10385,10385,72,05-09-2023,Transferred,Death Sentence
10386,10386,41,17-05-2021,Trial,Acquitted
10387,10387,28,12-10-2024,Closed,
10388,10388,41,13-04-2025,Pending,Bail Granted
10389,10389,19,04-11-2024,Acquitted,Probation
10390,10390,17,07-04-2021,Investigation,Parole
10391,10391,27,13-04-2022,Acquitted,
10392,10392,70,15-02-2025,Suspended,Death Sentence
10393,10393,55,12-06-2024,Acquitted,Parole
10394,10394,72,30-06-2024,Closed,
10395,10395,11,01-09-2021,Trial,Suspended Sentence
10396,10396,24,15-09-2024,Investigation,Community Service
10397,10397,55,11-07-2023,Convicted,
10398,10398,30,01-05-2024,Acquitted,Pending
10399,10399,7,26-08-2025,Closed,Acquitted
10400,10400,55,17-01-2024,Investigation,
10401,10401,49,08-02-2024,Trial,
10402,10402,6,18-06-2025,Suspended,
10403,10403,11,13-10-2022,Trial,Case Dismissed
10404,10404,1,01-02-2024,Investigation,Compensation Ordered
10405,10405,29,15-11-2021,Pending,Bail Granted
10406,10406,23,18-09-2025,Appeal,Compensation Ordered
10407,10407,4,31-12-2022,Transferred,Life Imprisonment
10408,10408,60,03-12-2024,Investigation,
10409,10409,15,12-08-2022,Trial,Suspended Sentence
10410,10410,48,30-04-2021,Transferred,
10411,10411,34,03-03-2024,Pending,Bail Granted
10412,10412,45,26-09-2023,Acquitted,Death Sentence
10413,10413,11,18-03-2025,Pending,Community Service
10414,10414,72,16-01-2024,Appeal,Case Dismissed
10415,10415,8,29-10-2022,Trial,Guilty
10416,10416,43,12-03-2022,Suspended,
10417,10417,14,19-05-2024,Transferred,Pending
10418,10418,18,03-10-2023,Transferred,Compensation Ordered
10419,10419,46,15-07-2025,Convicted,Probation
10420,10420,19,11-04-2024,Suspended,
10421,10421,69,25-07-2023,Investigation,Guilty
10422,10422,17,12-09-2023,Closed,Probation
10423,10423,24,28-08-2022,Appeal,Bail Granted
10424,10424,71,31-07-2023,Appeal,Case Dismissed
10425,10425,55,25-07-2023,Investigation,Fine Imposed
10426,10426,24,03-12-2022,Investigation,
10427,10427,32,16-09-2025,Convicted,Compensation Ordered
10428,10428,16,10-09-2023,Acquitted,Suspended Sentence
10429,10429,17,17-04-2021,Pending,Guilty
10430,10430,65,27-11-2024,Suspended,Case Dismissed
10431,10431,11,19-11-2024,Convicted,
10432,10432,20,10-11-2023,Pending,Guilty
10433,10433,64,09-12-2022,Appeal,Case Dismissed
10434,10434,70,28-02-2023,Convicted,Life Imprisonment
10435,10435,56,13-02-2024,Suspended,Death Sentence
10436,10436,1,14-09-2024,Trial,Community Service
10437,10437,7,28-04-2023,Pending,
10438,10438,7,08-07-2024,Closed,
10439,10439,5,29-07-2021,Convicted,Acquitted
10440,10440,34,03-02-2022,Appeal,Probation
10441,10441,12,25-09-2025,Appeal,Life Imprisonment
10442,10442,4,22-08-2024,Suspended,Acquitted
10443,10443,53,13-06-2023,Pending,Acquitted
10444,10444,9,15-03-2023,Acquitted,Probation
10445,10445,73,16-04-2025,Trial,Bail Granted
10446,10446,31,23-11-2022,Pending,Life Imprisonment
10447,10447,24,03-01-2023,Investigation,
10448,10448,43,25-04-2024,Closed,Life Imprisonment
10449,10449,24,14-11-2024,Suspended,
10450,10450,34,17-05-2023,Appeal,Probation
10451,10451,70,21-02-2024,Transferred,Death Sentence
10452,10452,44,30-03-2023,Transferred,
10453,10453,31,13-11-2022,Closed,Guilty
10454,10454,44,09-08-2025,Transferred,
10455,10455,53,04-03-2025,Acquitted,
10456,10456,23,28-11-2022,Suspended,Compensation Ordered
10457,10457,19,22-07-2021,Transferred,
10458,10458,46,28-08-2023,Pending,Suspended Sentence
10459,10459,73,08-12-2023,Trial,Compensation Ordered
10460,10460,18,28-04-2021,Appeal,Pending
10461,10461,38,15-09-2023,Closed,Probation
10462,10462,24,03-04-2023,Transferred,
10463,10463,4,11-08-2025,Transferred,
10464,10464,17,04-09-2024,Acquitted,
10465,10465,70,10-09-2023,Trial,
10466,10466,25,20-07-2023,Appeal,Probation
10467,10467,70,11-03-2023,Convicted,Case Dismissed
10468,10468,72,17-04-2024,Acquitted,Suspended Sentence
10469,10469,33,27-12-2024,Closed,Compensation Ordered
10470,10470,53,18-12-2022,Transferred,Compensation Ordered
10471,10471,6,09-09-2023,Appeal,Compensation Ordered
10472,10472,29,28-09-2025,Pending,Case Dismissed
10473,10473,37,16-07-2024,Investigation,
10474,10474,62,04-10-2025,Acquitted,Community Service
10475,10475,16,02-10-2024,Appeal,Bail Granted
10476,10476,62,02-01-2024,Pending,Guilty
10477,10477,34,12-04-2023,Trial,Life Imprisonment
10478,10478,10,25-08-2023,Appeal,Fine Imposed
10479,10479,41,23-04-2024,Convicted,
10480,10480,62,30-06-2025,Trial,
10481,10481,1,20-07-2025,Suspended,Bail Granted
10482,10482,49,16-02-2022,Pending,Guilty
10483,10483,72,11-02-2022,Investigation,Acquitted
10484,10484,75,02-11-2023,Appeal,Parole
10485,10485,41,05-04-2022,Suspended,Case Dismissed
10486,10486,18,17-04-2023,Pending,Pending
10487,10487,26,14-06-2022,Trial,Life Imprisonment
10488,10488,23,17-11-2024,Pending,
10489,10489,63,18-07-2024,Trial,Community Service
10490,10490,65,10-03-2023,Pending,Community Service
10491,10491,20,26-04-2021,Closed,Bail Granted
10492,10492,17,06-10-2025,Appeal,Acquitted
10493,10493,64,02-03-2023,Transferred,Pending
10494,10494,72,11-07-2024,Convicted,Death Sentence
10495,10495,3,06-10-2025,Suspended,Compensation Ordered
10496,10496,72,02-09-2025,Pending,
10497,10497,69,06-06-2022,Convicted,
10498,10498,5,13-02-2024,Trial,Parole
10499,10499,43,31-12-2022,Investigation,Community Service
10500,10500,56,09-12-2024,Appeal,Compensation Ordered
10501,10501,37,11-11-2024,Trial,Compensation Ordered
10502,10502,69,12-12-2024,Appeal,Compensation Ordered
10503,10503,49,04-03-2024,Appeal,Bail Granted
10504,10504,26,28-09-2024,Acquitted,
10505,10505,22,03-03-2024,Appeal,Pending
10506,10506,1,11-04-2024,Suspended,
10507,10507,3,27-06-2023,Convicted,Acquitted
10508,10508,40,14-09-2021,Investigation,
10509,10509,26,08-04-2025,Convicted,Community Service
10510,10510,11,28-01-2023,Closed,Case Dismissed
10511,10511,62,13-08-2024,Transferred,Community Service
10512,10512,24,07-11-2021,Convicted,Life Imprisonment
10513,10513,51,02-06-2023,Closed,Parole
10514,10514,45,17-08-2023,Suspended,Compensation Ordered
10515,10515,51,23-10-2023,Trial,Guilty
10516,10516,30,19-12-2024,Acquitted,Guilty
10517,10517,1,10-08-2023,Suspended,
10518,10518,6,28-10-2021,Pending,
10519,10519,16,01-03-2021,Closed,Probation
10520,10520,73,26-10-2022,Appeal,Life Imprisonment
10521,10521,2,04-07-2024,Appeal,
10522,10522,25,23-06-2024,Pending,Case Dismissed
10523,10523,48,15-03-2024,Pending,Fine Imposed
10524,10524,17,27-06-2022,Convicted,
10525,10525,36,11-01-2023,Investigation,Pending
10526,10526,37,04-01-2024,Pending,Pending
10527,10527,10,22-09-2025,Closed,Community Service
10528,10528,20,05-07-2022,Transferred,Compensation Ordered
10529,10529,73,02-08-2022,Closed,Guilty
10530,10530,59,19-10-2024,Suspended,Compensation Ordered
10531,10531,35,04-01-2025,Investigation,Pending
10532,10532,43,28-03-2021,Pending,Fine Imposed
10533,10533,72,26-07-2023,Suspended,Acquitted
10534,10534,52,03-02-2021,Suspended,Guilty
10535,10535,37,07-06-2022,Appeal,
10536,10536,73,03-06-2023,Acquitted,Acquitted
10537,10537,13,01-03-2023,Acquitted,Compensation Ordered
10538,10538,31,04-12-2022,Investigation,
10539,10539,42,20-09-2023,Investigation,
10540,10540,58,12-07-2023,Appeal,Parole
10541,10541,68,27-02-2023,Transferred,Case Dismissed
10542,10542,10,14-06-2024,Pending,Case Dismissed
10543,10543,43,04-11-2024,Convicted,Guilty
10544,10544,36,01-05-2024,Closed,Pending
10545,10545,47,29-08-2022,Appeal,
10546,10546,43,11-04-2024,Suspended,
10547,10547,40,24-05-2023,Trial,
10548,10548,41,10-07-2024,Transferred,Compensation Ordered
10549,10549,57,06-02-2024,Transferred,Death Sentence
10550,10550,71,09-08-2025,Appeal,Death Sentence
10551,10551,16,17-02-2022,Convicted,Life Imprisonment
10552,10552,37,07-05-2024,Acquitted,
10553,10553,37,26-11-2024,Suspended,Death Sentence
10554,10554,28,27-06-2023,Trial,Probation
10555,10555,67,11-03-2021,Transferred,
10556,10556,66,16-11-2024,Acquitted,Death Sentence
10557,10557,68,25-09-2024,Appeal,
10558,10558,19,14-11-2024,Investigation,Community Service
10559,10559,69,28-01-2022,Acquitted,Bail Granted
10560,10560,46,08-02-2023,Transferred,Pending
10561,10561,65,28-05-2025,Trial,Suspended Sentence
10562,10562,46,12-01-2025,Closed,Acquitted
10563,10563,45,05-10-2024,Convicted,Fine Imposed
10564,10564,57,07-10-2023,Transferred,
10565,10565,31,16-09-2025,Closed,
10566,10566,70,24-11-2024,Acquitted,Case Dismissed
10567,10567,28,25-01-2022,Trial,
10568,10568,29,12-02-2025,Suspended,Pending
10569,10569,5,02-06-2023,Suspended,
10570,10570,49,04-09-2023,Appeal,
10571,10571,20,02-04-2025,Appeal,
10572,10572,60,19-02-2024,Acquitted,Life Imprisonment
10573,10573,35,28-01-2021,Trial,Community Service
10574,10574,12,28-09-2025,Investigation,Compensation Ordered
10575,10575,11,05-06-2023,Pending,Suspended Sentence
10576,10576,24,10-02-2023,Closed,Life Imprisonment
10577,10577,66,24-04-2024,Suspended,Community Service
10578,10578,14,27-02-2025,Convicted,Community Service
10579,10579,53,30-11-2023,Convicted,
10580,10580,19,05-09-2021,Investigation,Suspended Sentence
10581,10581,26,05-08-2024,Convicted,
10582,10582,37,08-08-2025,Convicted,Guilty
10583,10583,24,04-12-2022,Investigation,Life Imprisonment
10584,10584,43,30-10-2024,Transferred,Bail Granted
10585,10585,64,01-06-2024,Convicted,Case Dismissed
10586,10586,2,11-05-2025,Pending,Suspended Sentence
10587,10587,39,12-12-2022,Investigation,Fine Imposed
10588,10588,17,16-06-2023,Acquitted,Bail Granted
10589,10589,18,16-06-2024,Convicted,Guilty
10590,10590,62,14-12-2022,Convicted,Community Service
10591,10591,39,26-07-2024,Pending,Suspended Sentence
10592,10592,41,21-11-2024,Suspended,Compensation Ordered
10593,10593,69,18-05-2023,Appeal,Compensation Ordered
10594,10594,9,09-12-2023,Suspended,Fine Imposed
10595,10595,4,27-02-2024,Acquitted,Acquitted
10596,10596,42,25-04-2024,Suspended,Case Dismissed
10597,10597,36,08-12-2024,Closed,Probation
10598,10598,21,26-06-2022,Appeal,Pending
10599,10599,69,21-09-2025,Closed,Life Imprisonment
10600,10600,40,29-10-2022,Trial,Fine Imposed
10601,10601,41,28-08-2023,Acquitted,Compensation Ordered
10602,10602,1,11-07-2024,Suspended,Acquitted
10603,10603,14,16-04-2022,Appeal,Pending
10604,10604,42,13-05-2024,Appeal,Parole
10605,10605,38,02-03-2023,Trial,Acquitted
10606,10606,32,27-04-2025,Investigation,Parole
10607,10607,40,01-01-2022,Convicted,
10608,10608,62,29-09-2025,Trial,
10609,10609,67,27-08-2023,Pending,Case Dismissed
10610,10610,53,18-01-2023,Acquitted,Fine Imposed
10611,10611,49,07-11-2024,Appeal,Probation
10612,10612,57,24-09-2024,Acquitted,Fine Imposed
10613,10613,54,12-04-2025,Closed,Probation
10614,10614,47,13-04-2025,Acquitted,
10615,10615,57,26-05-2023,Appeal,Compensation Ordered
10616,10616,34,17-06-2024,Investigation,Life Imprisonment
10617,10617,24,07-05-2025,Transferred,Guilty
10618,10618,53,10-09-2023,Transferred,Bail Granted
10619,10619,20,18-12-2022,Acquitted,Community Service
10620,10620,40,25-06-2022,Acquitted,Parole
10621,10621,2,06-06-2023,Convicted,Guilty
10622,10622,71,23-12-2023,Transferred,Fine Imposed
10623,10623,25,17-02-2025,Transferred,Life Imprisonment
10624,10624,30,13-02-2023,Transferred,
10625,10625,65,04-08-2025,Transferred,Community Service
10626,10626,23,25-06-2024,Pending,Community Service
10627,10627,39,03-02-2024,Investigation,Life Imprisonment
10628,10628,72,25-05-2021,Investigation,Probation
10629,10629,8,15-12-2024,Convicted,
10630,10630,17,17-04-2023,Trial,Community Service
10631,10631,40,14-07-2023,Trial,Compensation Ordered
10632,10632,9,20-06-2024,Trial,Acquitted
10633,10633,69,20-07-2024,Convicted,Suspended Sentence
10634,10634,20,17-11-2023,Trial,Parole
10635,10635,41,05-04-2023,Pending,
10636,10636,29,01-06-2023,Suspended,Death Sentence
10637,10637,52,19-08-2024,Pending,Probation
10638,10638,64,21-06-2021,Acquitted,Community Service
10639,10639,30,18-07-2024,Transferred,Probation
10640,10640,24,17-12-2024,Trial,Parole
10641,10641,22,01-09-2023,Transferred,Parole
10642,10642,32,24-02-2021,Acquitted,
10643,10643,67,24-07-2021,Convicted,Acquitted
10644,10644,56,02-12-2020,Appeal,Fine Imposed
10645,10645,6,02-05-2024,Investigation,Acquitted
10646,10646,13,02-12-2024,Closed,Guilty
10647,10647,74,08-12-2022,Convicted,Fine Imposed
10648,10648,17,16-03-2025,Closed,Compensation Ordered
10649,10649,12,28-04-2025,Investigation,Probation
10650,10650,58,27-05-2023,Pending,
10651,10651,73,30-01-2022,Pending,Pending
10652,10652,32,21-05-2023,Pending,Probation
10653,10653,58,04-08-2023,Closed,
10654,10654,17,10-04-2024,Acquitted,Case Dismissed
10655,10655,59,01-12-2021,Closed,Community Service
10656,10656,67,06-09-2025,Closed,Probation
10657,10657,31,21-04-2023,Transferred,Fine Imposed
10658,10658,30,15-07-2023,Convicted,Compensation Ordered
10659,10659,43,18-08-2025,Pending,Parole
10660,10660,71,31-08-2025,Transferred,Compensation Ordered
10661,10661,21,21-09-2025,Pending,Guilty
10662,10662,37,03-03-2025,Trial,
10663,10663,48,07-10-2024,Suspended,Bail Granted
10664,10664,48,31-07-2025,Acquitted,Case Dismissed
10665,10665,66,17-04-2024,Convicted,Probation
10666,10666,5,14-05-2023,Suspended,
10667,10667,24,24-07-2024,Suspended,
10668,10668,56,20-04-2024,Appeal,Life Imprisonment
10669,10669,64,13-05-2023,Acquitted,Parole
10670,10670,34,24-02-2024,Suspended,Parole
10671,10671,48,03-08-2023,Investigation,
10672,10672,63,06-07-2024,Acquitted,Acquitted
10673,10673,5,22-05-2025,Convicted,Compensation Ordered
10674,10674,1,21-03-2022,Transferred,Pending
10675,10675,75,23-01-2024,Pending,Compensation Ordered
