fir_id,station_id,date_registered,crime_type,incident_location,status,details
11305,141,2024-08-14 02:15:45,Criminal Breach of Trust,"484, Karol Bagh, Bangalore - 267906",Pending Investigation,Robbery incident reported with 3 suspects involved using weapons.
11306,98,2023-09-05 05:24:47,Corruption,"204, Adyar, Bangalore - 409683",Charge Sheet Filed,"Assault case filed with medical evidence submitted, victim hospitalized for 6 days."
11307,56,2023-12-28 14:32:06,Assault,"123, Golf Course Road, Jodhpur - 210476",Pending Investigation,"Cyber crime involving online fraud and identity theft, 852,555 transferred illegally."
11308,106,2023-01-24 14:48:12,Ransomware Attack,"778, Esplanade, Hyderabad - 750940",Registered,"Insurance fraud case with fraudulent claims worth Rs. 860,689."
11309,48,2023-03-18 23:30:22,Rioting,"228, Palace Road, Ranchi - 943716",Closed - Untraced,"Fraud case involving fake documents and financial transactions worth Rs. 1,022,091."
11310,46,2024-12-06 09:05:56,Environmental Crime,"553, T Nagar, Patna - 299802",Registered,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 1,594,564."
11311,60,2025-02-05 04:06:21,Identity Theft,"831, Borivali, Trivandrum - 225102",Charge Sheet Filed,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 939,991."
11312,150,2024-06-04 08:04:23,Robbery,"254, Ballygunge, Bhopal - 595636",Closed - Untraced,Environmental crime case involving illegal dumping of 65 tons of waste.
11313,25,2024-12-14 08:24:41,Acid Attack,"990, Park Street, Ludhiana - 475308",Pending Investigation,Drug trafficking case with 100 kg of contraband substances recovered.
11314,89,2024-12-01 05:29:55,Elder Abuse,"856, Pitampura, Guwahati - 147812",Closed - Final Report,"Fraud case involving fake documents and financial transactions worth Rs. 2,200,279."
11315,61,2021-02-27 18:27:57,Piracy,"23, Bandra, Noida - 634710",Pending Investigation,"Fraud case involving fake documents and financial transactions worth Rs. 2,705,131."
11316,80,2025-02-15 09:47:55,Cyberstalking,"955, Tambaram, Udaipur - 474994",Closed - Untraced,Robbery incident reported with 4 suspects involved using weapons.
11317,114,2023-02-10 03:24:01,Human Trafficking,"415, Church Street, Nashik - 788536",Registered,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 1,142,999."
11318,144,2023-11-13 23:13:38,Bank Fraud,"593, Jayanagar, Surat - 757392",Under Investigation,Human trafficking case involving 15 victims rescued from illegal operations.
11319,139,2024-02-16 04:32:42,Cyberstalking,"482, Electronic City, Gwalior - 291435",Under Investigation,"Burglary at commercial establishment during night hours, property worth Rs. 4,015,285 stolen."
11320,7,2024-06-05 07:05:14,Credit Card Fraud,"921, Lajpat Nagar, Kota - 588668",Pending Investigation,Environmental crime case involving illegal dumping of 99 tons of waste.
11321,71,2023-02-13 13:08:05,Money Laundering,"48, Hennur, Madurai - 927397",Charge Sheet Filed,Robbery incident reported with 8 suspects involved using weapons.
11322,138,2024-04-18 14:31:53,Murder,"971, Hennur, Noida - 399522",Registered,Drug trafficking case with 74 kg of contraband substances recovered.
11323,72,2023-05-22 17:12:56,Credit Card Fraud,"440, Andheri, Gwalior - 854264",Registered,Robbery incident reported with 2 suspects involved using weapons.
11324,113,2025-08-25 15:01:45,Hacking,"120, Malleswaram, Raipur - 889589",Closed - Untraced,"Cyber crime involving online fraud and identity theft, 2,693,510 transferred illegally."
11325,31,2024-05-31 12:31:31,Land Grabbing,"579, Jayanagar, Jammu - 926079",Closed - Final Report,"Chain snatching incident in busy market area during peak hours, 9 witnesses present."
11326,3,2024-07-16 02:55:02,Ransomware Attack,"452, Yelahanka, Ujjain - 102069",Closed - Untraced,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 738,551."
11327,149,2025-05-01 21:05:41,Extortion,"955, Sector 18, Kochi - 629031",Closed - Final Report,Human trafficking case involving 8 victims rescued from illegal operations.
11328,108,2025-06-14 19:44:45,Piracy,"195, Vasant Kunj, Ghaziabad - 432125",Registered,Robbery incident reported with 4 suspects involved using weapons.
11329,35,2023-03-20 12:07:43,Data Breach,"502, Borivali, Lucknow - 114210",Under Investigation,"Burglary at commercial establishment during night hours, property worth Rs. 1,234,508 stolen."
11330,17,2023-01-04 11:47:17,Ransomware Attack,"649, Connaught Place, Patna - 248350",Closed - Untraced,Arms trafficking case with recovery of 50 illegal firearms and ammunition.
11331,126,2025-02-12 21:08:31,Property Dispute,"525, Karol Bagh, Ahmedabad - 509813",Charge Sheet Filed,"Domestic violence incident reported by victim's family, ongoing harassment documented."
11332,122,2023-08-02 10:51:31,Tax Evasion,"411, Malleswaram, Kochi - 906000",Pending Investigation,"Assault case filed with medical evidence submitted, victim hospitalized for 25 days."
11333,15,2021-07-24 04:07:30,Murder,"437, Banashankari, Agra - 725979",Charge Sheet Filed,Robbery incident reported with 4 suspects involved using weapons.
11334,60,2022-02-09 07:28:31,Hacking,"244, MG Road, Noida - 937825",Registered,Human trafficking case involving 15 victims rescued from illegal operations.
11335,110,2021-11-12 05:30:45,Insurance Fraud,"127, T Nagar, Dehradun - 702003",Charge Sheet Filed,"Corruption case against public official, bribe amount Rs. 3,082,879 involved."
11336,60,2024-04-10 12:04:19,Cyber Crime,"350, Cyber City, Jaipur - 210944",Closed - Final Report,"Assault case filed with medical evidence submitted, victim hospitalized for 6 days."
11337,85,2021-03-20 23:05:09,Cyber Crime,"903, Rajarhat, Surat - 345753",Closed - Final Report,"Money laundering investigation with suspicious transactions totaling Rs. 3,624,360."
11338,30,2020-12-23 01:58:47,Vehicle Theft,"988, Cyber City, Kanpur - 119956",Closed - Untraced,"Domestic violence incident reported by victim's family, ongoing harassment documented."
11339,3,2021-03-09 18:49:00,Smuggling,"315, Palace Road, Mumbai - 241236",Registered,"Domestic violence incident reported by victim's family, ongoing harassment documented."
11340,12,2023-04-19 07:11:12,Fraud,"472, Nehru Place, Dehradun - 201998",Registered,"Counterfeiting case with fake currency notes worth Rs. 4,936,471 seized."
11341,105,2023-12-25 14:18:49,Child Abuse,"718, Salt Lake, Ahmedabad - 536079",Under Investigation,"Tax evasion case with undisclosed income of Rs. 1,915,825 detected."
11342,105,2021-04-03 11:35:12,Identity Theft,"258, T Nagar, Nashik - 997709",Charge Sheet Filed,"Domestic violence incident reported by victim's family, ongoing harassment documented."
11343,96,2024-10-06 19:59:54,Credit Card Fraud,"169, Golf Course Road, Kochi - 697866",Under Investigation,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 4,732,175."
11344,49,2020-11-13 23:32:17,Criminal Breach of Trust,"784, MG Road, Hyderabad - 168803",Pending Investigation,Drug trafficking case with 42 kg of contraband substances recovered.
11345,89,2021-06-11 00:32:47,Kidnapping,"78, Palace Road, Ranchi - 119573",Pending Investigation,"Vehicle theft case with registration number TN-83-AD-9267, CCTV footage available."
11346,84,2023-03-29 03:30:24,Data Breach,"185, Powai, Hyderabad - 868736",Closed - Final Report,"Insurance fraud case with fraudulent claims worth Rs. 4,388,792."
11347,7,2025-03-29 23:08:48,Wildlife Crime,"519, Indiranagar, Bangalore - 229731",Closed - Untraced,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 2,994,182."
11348,108,2022-05-17 09:03:26,Smuggling,"616, Ballygunge, Vadodara - 358135",Pending Investigation,Human trafficking case involving 9 victims rescued from illegal operations.
11349,79,2022-11-18 21:23:11,Drug Trafficking,"376, T Nagar, Thane - 175274",Charge Sheet Filed,Environmental crime case involving illegal dumping of 65 tons of waste.
11350,19,2024-03-25 16:00:30,Insurance Fraud,"959, Whitefield, Mumbai - 499065",Closed - Final Report,"Insurance fraud case with fraudulent claims worth Rs. 2,404,018."
11351,3,2024-09-21 16:08:53,Theft,"522, MG Road, Kochi - 295610",Closed - Untraced,"Corruption case against public official, bribe amount Rs. 3,769,252 involved."
11352,85,2023-12-30 23:31:31,Credit Card Fraud,"992, Lajpat Nagar, Chandigarh - 127094",Registered,"Burglary at commercial establishment during night hours, property worth Rs. 2,093,716 stolen."
11353,73,2023-09-04 02:31:50,Online Harassment,"229, Koramangala, Madurai - 669052",Registered,Drug trafficking case with 81 kg of contraband substances recovered.
11354,12,2025-01-14 06:41:06,Corruption,"242, Sohna Road, Ahmedabad - 732386",Closed - Final Report,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 3,905,847."
11355,119,2024-04-25 05:40:49,Terrorism,"190, Adyar, Thane - 126124",Under Investigation,Drug trafficking case with 33 kg of contraband substances recovered.
11356,5,2023-04-29 00:02:43,Credit Card Fraud,"566, Dwarka, Bhopal - 146040",Registered,Environmental crime case involving illegal dumping of 46 tons of waste.
11357,144,2024-12-11 05:25:21,Smuggling,"89, Commercial Street, Noida - 496160",Pending Investigation,"Burglary at commercial establishment during night hours, property worth Rs. 2,154,132 stolen."
11358,74,2022-07-15 06:23:05,Cyberstalking,"231, JP Nagar, Visakhapatnam - 388437",Closed - Untraced,"Corruption case against public official, bribe amount Rs. 765,211 involved."
11359,27,2024-05-08 19:47:56,Chain Snatching,"284, Thane, Madurai - 132995",Closed - Final Report,"Cyber crime involving online fraud and identity theft, 2,768,841 transferred illegally."
11360,36,2023-01-04 23:14:43,Fraud,"755, ECR, Ujjain - 618532",Pending Investigation,"Vehicle theft case with registration number TN-16-AD-8121, CCTV footage available."
11361,73,2022-11-21 18:53:26,Hacking,"792, Cyber City, Jammu - 820171",Charge Sheet Filed,"Burglary at commercial establishment during night hours, property worth Rs. 4,600,074 stolen."
11362,7,2020-11-10 11:51:23,Smuggling,"945, Vasant Kunj, Lucknow - 968714",Pending Investigation,Robbery incident reported with 8 suspects involved using weapons.
11363,63,2021-08-10 06:10:27,Terrorism,"323, Borivali, Shimla - 329693",Under Investigation,"Insurance fraud case with fraudulent claims worth Rs. 940,817."
11364,62,2024-03-31 05:18:00,Data Breach,"900, Salt Lake, Jabalpur - 224664",Pending Investigation,Drug trafficking case with 44 kg of contraband substances recovered.
11365,27,2023-06-28 19:29:13,Money Laundering,"402, Borivali, Surat - 462680",Registered,Land grabbing case involving 65 acres of disputed property.
11366,136,2022-01-23 05:23:21,Gambling,"767, Cyber City, Ujjain - 640723",Closed - Final Report,"Domestic violence incident reported by victim's family, ongoing harassment documented."
11367,17,2023-08-04 11:05:12,Human Trafficking,"527, Saket, Srinagar - 649110",Charge Sheet Filed,Cyberstalking case with digital evidence including 46 pieces of documentation.
11368,102,2023-04-20 17:23:09,Bank Fraud,"815, Vasant Kunj, Agra - 913578",Charge Sheet Filed,Arms trafficking case with recovery of 91 illegal firearms and ammunition.
11369,12,2023-08-05 22:08:26,Wildlife Crime,"335, Golf Course Road, Srinagar - 296160",Registered,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 4,071,313."
11370,113,2023-05-10 21:26:57,Tax Evasion,"307, Nehru Place, Kolkata - 319534",Under Investigation,Land grabbing case involving 12 acres of disputed property.
11371,133,2024-09-19 22:38:06,Cheating,"283, Golf Course Road, Gwalior - 424213",Closed - Final Report,"Counterfeiting case with fake currency notes worth Rs. 4,980,989 seized."
11372,26,2024-09-15 15:02:50,Corruption,"999, Esplanade, Ujjain - 927130",Charge Sheet Filed,"Assault case filed with medical evidence submitted, victim hospitalized for 29 days."
11373,122,2025-07-06 19:11:56,Rioting,"52, BTM Layout, Jabalpur - 590429",Under Investigation,Arms trafficking case with recovery of 89 illegal firearms and ammunition.
11374,52,2025-05-20 02:53:19,Honor Killing,"907, Ballygunge, Indore - 821388",Registered,"Tax evasion case with undisclosed income of Rs. 283,011 detected."
11375,35,2024-04-10 15:11:02,Chain Snatching,"565, Sector 18, Nashik - 457010",Charge Sheet Filed,"Vehicle theft case with registration number TN-81-AD-1068, CCTV footage available."
11376,76,2025-05-15 10:42:47,Dowry Death,"277, Park Street, Guwahati - 709306",Closed - Untraced,"Money laundering investigation with suspicious transactions totaling Rs. 497,909."
11377,144,2025-08-25 23:24:49,Dowry Death,"774, ECR, Indore - 328348",Under Investigation,"Vehicle theft case with registration number DL-84-AC-2367, CCTV footage available."
11378,85,2023-10-30 20:52:27,Counterfeiting,"483, Golf Course Road, Ludhiana - 315738",Charge Sheet Filed,"Money laundering investigation with suspicious transactions totaling Rs. 3,368,626."
11379,61,2024-08-30 08:29:09,Murder,"153, Anna Nagar, Jammu - 360575",Charge Sheet Filed,"Cyber crime involving online fraud and identity theft, 4,594,299 transferred illegally."
11380,42,2022-08-03 06:28:51,Ransomware Attack,"106, Banashankari, Kolkata - 114493",Closed - Final Report,"Tax evasion case with undisclosed income of Rs. 4,945,751 detected."
11381,142,2023-09-12 12:40:03,Rioting,"581, Yelahanka, Chandigarh - 957508",Closed - Final Report,"Chain snatching incident in busy market area during peak hours, 12 witnesses present."
11382,102,2023-08-25 06:27:04,Counterfeiting,"876, MG Road Gurgaon, Rajkot - 315074",Registered,"Money laundering investigation with suspicious transactions totaling Rs. 3,440,035."
11383,93,2024-10-27 02:33:32,Smuggling,"966, Park Street, Visakhapatnam - 725109",Charge Sheet Filed,Drug trafficking case with 46 kg of contraband substances recovered.
11384,22,2023-06-10 02:32:52,Online Harassment,"532, Connaught Place, Coimbatore - 887014",Registered,Land grabbing case involving 97 acres of disputed property.
11385,29,2024-07-20 03:22:42,Elder Abuse,"828, Juhu, Ranchi - 101181",Registered,"Corruption case against public official, bribe amount Rs. 2,129,998 involved."
11386,125,2025-04-28 10:55:39,Sedition,"795, Adyar, Raipur - 798769",Closed - Untraced,Cyberstalking case with digital evidence including 41 pieces of documentation.
11387,78,2021-03-13 08:45:31,Sedition,"279, MG Road Gurgaon, Mumbai - 685924",Under Investigation,"Tax evasion case with undisclosed income of Rs. 2,975,429 detected."
11388,19,2025-05-28 19:05:56,Counterfeiting,"765, Juhu, Ranchi - 874120",Pending Investigation,"Burglary at commercial establishment during night hours, property worth Rs. 21,847 stolen."
11389,68,2024-05-26 02:47:46,Illegal Construction,"215, Thane, Coimbatore - 434920",Charge Sheet Filed,Cyberstalking case with digital evidence including 24 pieces of documentation.
11390,117,2024-10-02 18:34:21,Smuggling,"812, Adyar, Gwalior - 934244",Registered,"Vehicle theft case with registration number DL-97-AA-5013, CCTV footage available."
11391,131,2024-12-20 07:27:55,Insurance Fraud,"873, Golf Course Road, Ajmer - 765038",Pending Investigation,Human trafficking case involving 20 victims rescued from illegal operations.
11392,101,2025-05-31 11:21:19,Murder,"263, Powai, Ranchi - 108952",Pending Investigation,"Money laundering investigation with suspicious transactions totaling Rs. 3,839,299."
11393,51,2022-03-05 11:22:12,Criminal Breach of Trust,"269, Lajpat Nagar, Udaipur - 934555",Registered,"Corruption case against public official, bribe amount Rs. 1,035,228 involved."
11394,70,2023-07-05 09:20:15,Theft,"282, Powai, Gwalior - 773069",Under Investigation,Environmental crime case involving illegal dumping of 59 tons of waste.
11395,108,2023-08-30 14:02:37,Property Dispute,"717, Electronic City, Srinagar - 701891",Under Investigation,"Tax evasion case with undisclosed income of Rs. 2,297,061 detected."
11396,51,2023-02-21 02:06:34,Data Breach,"130, Adyar, Agra - 289692",Charge Sheet Filed,"Cyber crime involving online fraud and identity theft, 2,201,029 transferred illegally."
11397,80,2024-04-18 05:15:53,Sedition,"982, Vasant Kunj, Kochi - 116633",Pending Investigation,"Vehicle theft case with registration number KA-55-AA-9575, CCTV footage available."
11398,147,2025-03-24 08:15:05,Extortion,"91, Sector 18, Lucknow - 882943",Charge Sheet Filed,Human trafficking case involving 20 victims rescued from illegal operations.
11399,44,2023-01-15 20:52:06,Arms Trafficking,"785, Jayanagar, Dehradun - 389229",Closed - Untraced,"Burglary at commercial establishment during night hours, property worth Rs. 2,503,186 stolen."
11400,97,2025-04-16 02:06:23,Sedition,"824, Powai, Patna - 826328",Registered,"Vehicle theft case with registration number DL-66-AB-6922, CCTV footage available."
11401,122,2025-04-11 13:55:10,Kidnapping,"881, Thane, Pune - 947242",Pending Investigation,"Insurance fraud case with fraudulent claims worth Rs. 1,723,965."
11402,47,2022-05-04 22:14:46,Counterfeiting,"903, Commercial Street, Meerut - 214563",Closed - Final Report,"Tax evasion case with undisclosed income of Rs. 2,623,402 detected."
11403,140,2024-09-07 20:02:48,Land Grabbing,"871, OMR, Mumbai - 619557",Registered,"Cyber crime involving online fraud and identity theft, 3,117,592 transferred illegally."
11404,120,2024-05-17 02:50:35,Kidnapping,"285, Borivali, Ghaziabad - 767045",Closed - Final Report,Human trafficking case involving 17 victims rescued from illegal operations.
11405,95,2025-07-11 18:41:07,Money Laundering,"668, Howrah, Bhubaneswar - 853392",Under Investigation,Cyberstalking case with digital evidence including 17 pieces of documentation.
11406,115,2023-07-22 02:51:07,Drug Trafficking,"587, Janakpuri, Raipur - 888015",Registered,"Insurance fraud case with fraudulent claims worth Rs. 4,457,285."
11407,108,2024-10-14 06:54:19,Smuggling,"343, DLF Phase, Noida - 317127",Pending Investigation,Arms trafficking case with recovery of 75 illegal firearms and ammunition.
11408,143,2025-04-12 01:53:47,Gambling,"790, Jayanagar, Bhopal - 649390",Closed - Final Report,Environmental crime case involving illegal dumping of 38 tons of waste.
11409,62,2025-05-30 09:14:00,Extortion,"181, New Town, Mumbai - 535283",Closed - Untraced,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 878,760."
11410,79,2024-01-31 12:06:55,Identity Theft,"769, Rajajinagar, Chandigarh - 642752",Pending Investigation,"Counterfeiting case with fake currency notes worth Rs. 77,140 seized."
11411,143,2023-08-23 17:36:12,Chain Snatching,"947, Nehru Place, Delhi - 348574",Closed - Untraced,"Vehicle theft case with registration number DL-37-AB-8406, CCTV footage available."
11412,97,2024-06-27 04:24:48,Fraud,"430, Adyar, Shimla - 665592",Closed - Final Report,"Counterfeiting case with fake currency notes worth Rs. 3,091,486 seized."
11413,129,2023-10-30 08:12:03,Piracy,"583, Dadar, Jabalpur - 946481",Pending Investigation,"Domestic violence incident reported by victim's family, ongoing harassment documented."
11414,103,2021-06-10 08:37:58,Acid Attack,"332, Whitefield, Raipur - 341860",Closed - Final Report,"Chain snatching incident in busy market area during peak hours, 3 witnesses present."
11415,83,2022-08-09 21:01:44,Phishing,"227, Powai, Udaipur - 377210",Under Investigation,"Assault case filed with medical evidence submitted, victim hospitalized for 6 days."
11416,8,2023-07-23 03:35:38,Arms Trafficking,"301, Juhu, Ajmer - 772343",Pending Investigation,"Burglary at commercial establishment during night hours, property worth Rs. 1,222,436 stolen."
11417,118,2024-05-01 07:26:05,Hacking,"647, RT Nagar, Delhi - 933221",Registered,"Chain snatching incident in busy market area during peak hours, 7 witnesses present."
11418,42,2024-07-21 19:01:03,Murder,"934, Electronic City, Noida - 646907",Under Investigation,Drug trafficking case with 30 kg of contraband substances recovered.
11419,64,2023-08-27 00:19:45,Child Abuse,"470, Ballygunge, Hyderabad - 190083",Charge Sheet Filed,"Domestic violence incident reported by victim's family, ongoing harassment documented."
11420,90,2023-04-25 17:51:16,Fraud,"366, Rajajinagar, Srinagar - 999237",Closed - Final Report,Environmental crime case involving illegal dumping of 69 tons of waste.
11421,71,2021-03-28 08:43:42,Illegal Construction,"871, Sector 18, Hyderabad - 184062",Pending Investigation,"Tax evasion case with undisclosed income of Rs. 3,423,826 detected."
11422,132,2025-05-12 18:35:54,Property Dispute,"850, Nehru Place, Kalyan-Dombivali - 105994",Closed - Untraced,"Corruption case against public official, bribe amount Rs. 746,554 involved."
11423,53,2024-06-05 04:14:17,Child Abuse,"709, Dwarka, Faridabad - 289863",Pending Investigation,"Money laundering investigation with suspicious transactions totaling Rs. 925,828."
11424,4,2022-06-09 08:35:35,Theft,"267, Banashankari, Kalyan-Dombivali - 223424",Closed - Untraced,"Money laundering investigation with suspicious transactions totaling Rs. 3,659,286."
11425,77,2023-06-09 20:22:05,Bribery,"893, Palace Road, Delhi - 826703",Under Investigation,"Insurance fraud case with fraudulent claims worth Rs. 955,905."
11426,65,2022-04-23 22:16:19,Fraud,"627, New Town, Trivandrum - 698479",Pending Investigation,Environmental crime case involving illegal dumping of 24 tons of waste.
11427,48,2021-11-23 23:32:54,Arms Trafficking,"965, Esplanade, Gwalior - 997156",Closed - Final Report,Cyberstalking case with digital evidence including 33 pieces of documentation.
11428,95,2023-12-19 02:20:54,Credit Card Fraud,"100, Ballygunge, Lucknow - 926561",Closed - Untraced,"Counterfeiting case with fake currency notes worth Rs. 4,865,559 seized."
11429,31,2025-08-10 09:22:35,Insurance Fraud,"990, Electronic City, Hyderabad - 397534",Charge Sheet Filed,"Money laundering investigation with suspicious transactions totaling Rs. 252,800."
11430,9,2024-11-10 09:56:02,Phishing,"831, Thane, Nashik - 974505",Closed - Final Report,"Corruption case against public official, bribe amount Rs. 3,314,655 involved."
11431,11,2025-06-28 09:06:28,Gambling,"429, Nehru Place, Delhi - 241017",Closed - Untraced,Cyberstalking case with digital evidence including 20 pieces of documentation.
11432,65,2024-11-05 22:02:02,Counterfeiting,"540, Adyar, Chandigarh - 759073",Closed - Final Report,Arms trafficking case with recovery of 42 illegal firearms and ammunition.
11433,15,2024-12-05 11:31:22,Credit Card Fraud,"670, Janakpuri, Ajmer - 227142",Closed - Untraced,"Chain snatching incident in busy market area during peak hours, 10 witnesses present."
11434,23,2023-03-27 19:19:52,Smuggling,"588, Sealdah, Kolkata - 243083",Pending Investigation,Cyberstalking case with digital evidence including 19 pieces of documentation.
11435,144,2025-07-21 00:13:07,Kidnapping,"951, Andheri, Noida - 666271",Pending Investigation,Human trafficking case involving 5 victims rescued from illegal operations.
11436,85,2024-08-18 22:55:29,Bank Fraud,"434, Church Street, Ghaziabad - 783287",Under Investigation,"Counterfeiting case with fake currency notes worth Rs. 4,046,160 seized."
11437,7,2024-03-24 09:53:05,Gambling,"338, Andheri, Indore - 281593",Under Investigation,Land grabbing case involving 26 acres of disputed property.
11438,55,2024-04-04 15:26:28,Sedition,"633, Rohini, Bhubaneswar - 873233",Charge Sheet Filed,"Chain snatching incident in busy market area during peak hours, 11 witnesses present."
11439,137,2022-01-11 23:19:13,Robbery,"600, Powai, Patna - 833368",Pending Investigation,"Insurance fraud case with fraudulent claims worth Rs. 2,719,296."
11440,22,2024-09-05 00:09:08,Criminal Breach of Trust,"947, JP Nagar, Kalyan-Dombivali - 854011",Registered,"Chain snatching incident in busy market area during peak hours, 8 witnesses present."
11441,49,2024-12-02 10:11:02,Land Grabbing,"133, Electronic City, Ahmedabad - 705570",Charge Sheet Filed,Arms trafficking case with recovery of 98 illegal firearms and ammunition.
11442,58,2023-05-03 09:44:16,Terrorism,"346, RT Nagar, Guwahati - 755336",Pending Investigation,"Corruption case against public official, bribe amount Rs. 1,064,042 involved."
11443,69,2023-02-17 03:20:04,Criminal Breach of Trust,"86, JP Nagar, Bangalore - 337101",Under Investigation,"Corruption case against public official, bribe amount Rs. 3,968,043 involved."
11444,53,2025-02-02 23:14:29,Burglary,"903, Rajajinagar, Delhi - 495362",Charge Sheet Filed,"Cyber crime involving online fraud and identity theft, 969,764 transferred illegally."
11445,142,2025-05-29 20:55:44,Smuggling,"529, Janakpuri, Chandigarh - 197977",Closed - Untraced,Drug trafficking case with 96 kg of contraband substances recovered.
11446,46,2024-11-26 00:41:03,Terrorism,"543, Anna Nagar, Rajkot - 225218",Under Investigation,"Counterfeiting case with fake currency notes worth Rs. 3,746,521 seized."
11447,89,2025-09-12 23:42:27,Extortion,"697, Salt Lake, Shimla - 964107",Charge Sheet Filed,"Insurance fraud case with fraudulent claims worth Rs. 3,776,559."
11448,21,2024-04-21 03:08:12,Extortion,"368, Lajpat Nagar, Mumbai - 529154",Charge Sheet Filed,Drug trafficking case with 64 kg of contraband substances recovered.
11449,141,2025-01-31 13:17:35,Drug Trafficking,"693, Esplanade, Vadodara - 741902",Under Investigation,Arms trafficking case with recovery of 90 illegal firearms and ammunition.
11450,9,2022-07-13 17:59:18,Smuggling,"701, Juhu, Vadodara - 357291",Under Investigation,Human trafficking case involving 9 victims rescued from illegal operations.
11451,58,2025-07-19 15:25:02,Bank Fraud,"500, Andheri, Faridabad - 273399",Closed - Final Report,"Cyber crime involving online fraud and identity theft, 3,974,143 transferred illegally."
11452,83,2024-10-17 18:49:01,Data Breach,"466, Sohna Road, Visakhapatnam - 806529",Pending Investigation,"Insurance fraud case with fraudulent claims worth Rs. 136,212."
11453,90,2021-11-21 10:27:21,Child Abuse,"896, Lajpat Nagar, Kochi - 107910",Closed - Final Report,"Fraud case involving fake documents and financial transactions worth Rs. 1,595,209."
11454,110,2025-04-06 08:28:44,Criminal Breach of Trust,"862, Lajpat Nagar, Gwalior - 590710",Under Investigation,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 4,362,623."
11455,11,2024-10-01 04:09:37,Smuggling,"603, DLF Phase, Visakhapatnam - 750803",Under Investigation,"Fraud case involving fake documents and financial transactions worth Rs. 3,626,649."
11456,1,2022-05-18 03:12:11,Assault,"472, T Nagar, Guwahati - 648845",Under Investigation,Arms trafficking case with recovery of 97 illegal firearms and ammunition.
11457,68,2025-04-27 20:18:39,Bank Fraud,"522, ECR, Indore - 452614",Under Investigation,Arms trafficking case with recovery of 6 illegal firearms and ammunition.
11458,135,2021-03-31 20:36:03,Robbery,"283, Sector 18, Dehradun - 606051",Registered,"Vehicle theft case with registration number GJ-40-AD-6124, CCTV footage available."
11459,115,2024-08-05 20:49:24,Credit Card Fraud,"648, Sector 18, Ujjain - 774183",Charge Sheet Filed,"Money laundering investigation with suspicious transactions totaling Rs. 633,888."
11460,132,2023-09-24 17:36:58,Gambling,"812, Marathahalli, Kanpur - 610730",Registered,"Assault case filed with medical evidence submitted, victim hospitalized for 7 days."
11461,14,2020-10-20 05:37:49,Property Dispute,"553, Cyber City, Ajmer - 484135",Charge Sheet Filed,"Burglary at commercial establishment during night hours, property worth Rs. 1,180,930 stolen."
11462,113,2025-08-25 20:17:28,Arms Trafficking,"237, Lajpat Nagar, Agra - 429091",Closed - Final Report,"Fraud case involving fake documents and financial transactions worth Rs. 4,788,455."
11463,57,2024-01-10 04:24:09,Cyber Crime,"350, Porur, Jodhpur - 706495",Registered,Drug trafficking case with 45 kg of contraband substances recovered.
11464,7,2023-09-27 12:25:35,Robbery,"474, Laxmi Nagar, Surat - 880037",Closed - Final Report,"Corruption case against public official, bribe amount Rs. 1,156,938 involved."
11465,111,2025-05-21 19:12:08,Online Harassment,"811, Salt Lake, Raipur - 221921",Under Investigation,Environmental crime case involving illegal dumping of 85 tons of waste.
11466,48,2022-08-17 23:46:08,Dowry Death,"499, Saket, Ahmedabad - 813841",Closed - Final Report,"Assault case filed with medical evidence submitted, victim hospitalized for 2 days."
11467,7,2024-10-29 23:53:35,Counterfeiting,"411, Rajajinagar, Ranchi - 961647",Pending Investigation,"Chain snatching incident in busy market area during peak hours, 2 witnesses present."
11468,38,2024-02-12 10:36:45,Cyber Crime,"575, Sohna Road, Trivandrum - 670708",Closed - Untraced,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 2,022,293."
11469,88,2024-05-18 09:36:56,Honor Killing,"467, Sohna Road, Ranchi - 171728",Registered,Land grabbing case involving 78 acres of disputed property.
11470,128,2023-03-06 01:46:40,Counterfeiting,"32, Powai, Mumbai - 195841",Under Investigation,"Domestic violence incident reported by victim's family, ongoing harassment documented."
11471,53,2025-01-13 03:45:26,Assault,"744, Sector 18, Visakhapatnam - 121626",Charge Sheet Filed,"Insurance fraud case with fraudulent claims worth Rs. 4,317,846."
11472,104,2024-07-23 03:47:48,Criminal Breach of Trust,"164, Rohini, Noida - 738181",Charge Sheet Filed,Land grabbing case involving 34 acres of disputed property.
11473,25,2023-10-08 18:37:52,Piracy,"912, OMR, Kolkata - 517380",Charge Sheet Filed,"Tax evasion case with undisclosed income of Rs. 266,401 detected."
11474,17,2023-11-18 23:43:56,Tax Evasion,"183, Adyar, Hyderabad - 448815",Closed - Untraced,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 4,404,502."
